subject	total	semester
08.603	49	20131
08.604	21	20121
08.604	53	20141
08.605	3	20092
08.605	12	20102
08.605	10	20111
08.605	34	20122
08.605	20	20131
08.606	4	20121
08.606	6	20141
08.607	6	20122
08.608	4	20141
08.610	1	20122
08.610	1	20131
08.611	6	20112
08.611	40	20132
08.615	1	20141
08.617	5	20141
09.550	41	20092
09.550	56	20102
09.550	57	20111
09.550	20	20122
09.550	29	20131
09.551	63	20091
09.551	74	20101
09.551	31	20112
09.551	36	20121
09.551	6	20132
09.551	25	20141
09.552	10	20092
09.552	25	20102
09.552	28	20111
09.552	24	20122
09.552	24	20131
09.553	12	20091
09.553	6	20101
09.553	12	20112
09.553	18	20121
09.553	13	20132
09.553	20	20141
09.554	16	20092
09.554	45	20102
09.554	49	20111
09.554	25	20122
09.554	33	20131
09.555	5	20091
09.555	30	20101
09.555	32	20112
09.555	21	20121
09.555	8	20132
09.555	19	20141
09.556	5	20092
09.556	28	20102
09.556	29	20111
09.556	42	20122
09.556	21	20131
09.557	26	20091
09.557	37	20101
09.557	15	20112
09.557	18	20121
09.557	13	20132
09.557	19	20141
09.558	19	20092
09.558	39	20102
09.558	69	20111
09.558	22	20122
09.558	30	20131
09.559	21	20101
09.559	30	20112
09.559	26	20121
09.559	15	20132
09.559	13	20141
09.560	10	20091
09.560	19	20101
09.560	50	20112
09.560	32	20121
09.560	21	20132
09.560	13	20141
09.561	19	20092
09.561	28	20102
09.561	19	20111
09.561	20	20122
09.561	30	20131
09.562	8	20091
09.562	29	20101
09.562	35	20112
09.562	30	20121
09.562	18	20132
09.562	18	20141
09.563	14	20092
09.563	33	20102
09.563	30	20111
09.563	18	20122
09.563	26	20131
09.564	25	20112
09.564	16	20121
09.564	15	20132
09.564	21	20141
09.565	5	20102
09.565	5	20111
09.565	17	20122
09.565	16	20131
09.566	17	20112
09.566	15	20121
09.566	13	20132
09.566	18	20141
09.567	7	20092
09.567	6	20102
09.567	19	20111
09.567	16	20122
09.567	24	20131
09.568	10	20112
09.568	17	20121
09.568	28	20132
09.568	14	20141
09.569	5	20102
09.569	10	20122
09.569	17	20131
09.570	13	20102
09.570	15	20111
09.570	22	20122
09.570	15	20131
09.571	1	20101
09.571	11	20112
09.571	9	20121
09.571	15	20132
09.571	14	20141
09.572	10	20102
09.572	9	20111
09.572	10	20122
09.572	12	20131
09.573	40	20121
09.573	54	20141
09.574	7	20102
09.574	10	20111
09.574	14	20122
09.574	23	20131
09.575	22	20112
09.575	17	20121
09.575	38	20132
09.575	21	20141
09.576	6	20102
09.576	14	20111
09.576	16	20122
09.576	22	20131
09.577	4	20121
09.577	6	20132
09.578	15	20102
09.578	27	20111
09.578	31	20122
09.578	18	20131
09.579	14	20112
09.579	7	20121
09.579	13	20132
09.579	18	20141
09.590	18	20102
09.590	16	20111
09.590	22	20122
09.590	11	20131
09.591	16	20132
09.593	10	20132
09.594	1	20102
09.594	5	20122
09.594	4	20131
09.595	7	20141
09.596	13	20122
09.597	14	20132
09.598	14	20131
09.599	16	20141
09.600	7	20131
09.601	8	20141
09.603	6	20121
09.603	14	20141
09.604	5	20131
09.605	2	20132
09.606	9	20131
09.607	6	20132
09.609	18	20141
09.610	5	20132
09.611	7	20122
09.612	4	20132
09.613	1	20122
09.614	1	20132
09.615	2	20122
09.615	2	20131
09.616	4	20112
09.616	7	20121
09.616	3	20132
09.616	13	20141
09.617	7	20122
09.617	5	20131
10.500	429	20082
10.500	669	20091
10.500	724	20101
10.500	551	20112
10.500	589	20121
10.500	461	20132
10.500	622	20141
10.501	255	20081
10.501	497	20092
10.501	612	20102
10.501	735	20111
10.501	408	20122
10.501	595	20131
10.502	470	20082
10.502	709	20091
10.502	789	20101
10.502	413	20112
10.502	642	20121
10.502	311	20132
10.502	631	20141
10.503	398	20081
10.503	528	20092
10.503	601	20102
10.503	860	20111
10.503	470	20122
10.503	654	20131
10.504	451	20082
10.504	602	20091
10.504	561	20101
10.504	543	20112
10.504	619	20121
10.504	401	20132
10.504	629	20141
10.505	494	20092
10.505	572	20102
10.505	674	20111
10.505	455	20122
10.505	527	20131
10.506	140	20082
10.506	207	20091
10.506	371	20101
10.506	501	20112
10.506	426	20121
10.506	422	20132
10.506	380	20141
10.507	324	20092
10.507	431	20102
10.507	462	20111
10.507	462	20122
10.507	486	20131
10.508	107	20082
10.508	162	20091
10.508	222	20101
10.508	262	20112
10.508	236	20121
10.508	226	20132
10.508	241	20141
10.509	324	20092
10.509	364	20102
10.509	447	20111
10.509	433	20122
10.509	345	20131
10.510	337	20092
10.510	388	20102
10.510	438	20111
10.510	375	20122
10.510	341	20131
10.511	10	20082
10.511	103	20091
10.511	259	20101
10.511	381	20112
10.511	386	20121
10.511	309	20132
10.511	324	20141
10.512	100	20092
10.512	165	20102
10.512	234	20111
10.512	246	20122
10.512	276	20131
10.513	38	20082
10.513	84	20091
10.513	237	20101
10.513	313	20112
10.513	381	20121
10.513	285	20132
10.513	326	20141
10.514	138	20092
10.514	262	20102
10.514	323	20111
10.514	331	20122
10.514	325	20131
10.515	9	20082
10.515	37	20091
10.515	97	20101
10.515	164	20112
10.515	163	20121
10.515	175	20132
10.515	179	20141
10.516	138	20092
10.516	245	20102
10.516	349	20111
10.516	277	20122
10.516	358	20131
10.517	32	20082
10.517	74	20091
10.517	203	20101
10.517	314	20112
10.517	308	20121
10.517	298	20132
10.517	325	20141
10.518	130	20092
10.518	219	20102
10.518	282	20111
10.518	286	20122
10.518	248	20131
10.519	27	20082
10.519	53	20091
10.519	126	20101
10.519	273	20112
10.519	276	20121
10.519	312	20132
10.519	310	20141
10.520	16	20082
10.520	29	20091
10.520	78	20101
10.520	209	20112
10.520	263	20121
10.520	282	20132
10.520	353	20141
10.521	67	20092
10.521	241	20102
10.521	219	20111
10.521	310	20122
10.521	300	20131
10.522	11	20082
10.522	34	20091
10.522	55	20101
10.522	184	20112
10.522	224	20121
10.522	237	20132
10.522	305	20141
10.523	43	20092
10.523	140	20102
10.523	195	20111
10.523	285	20122
10.523	219	20131
10.524	9	20082
10.524	14	20091
10.524	63	20101
10.524	178	20112
10.524	189	20121
10.524	239	20132
10.524	233	20141
10.525	47	20092
10.525	136	20102
10.525	188	20111
10.525	235	20122
10.525	255	20131
10.526	20	20091
10.526	45	20101
10.526	169	20112
10.526	166	20121
10.526	238	20132
10.526	215	20141
10.527	42	20092
10.527	70	20102
10.527	126	20111
10.527	186	20122
10.527	208	20131
10.528	49	20101
10.528	143	20112
10.528	182	20121
10.528	191	20132
10.528	211	20141
10.529	34	20092
10.529	75	20102
10.529	146	20111
10.529	211	20122
10.529	219	20131
10.530	33	20092
10.530	59	20102
10.530	124	20111
10.530	222	20122
10.530	227	20131
10.531	9	20091
10.531	33	20101
10.531	163	20112
10.531	178	20121
10.531	225	20132
10.531	188	20141
10.532	42	20092
10.532	112	20102
10.532	188	20111
10.532	243	20122
10.532	241	20131
10.533	7	20091
10.533	13	20101
10.533	89	20112
10.533	139	20121
10.533	170	20132
10.533	196	20141
10.534	34	20092
10.534	62	20102
10.534	85	20111
10.534	235	20122
10.534	222	20131
10.535	9	20091
10.535	19	20101
10.535	85	20112
10.535	118	20121
10.535	191	20132
10.535	193	20141
10.536	13	20092
10.536	41	20102
10.536	59	20111
10.536	155	20122
10.536	223	20131
10.537	11	20101
10.537	82	20112
10.537	93	20121
10.537	245	20132
10.537	197	20141
10.538	24	20102
10.538	27	20111
10.538	114	20122
10.538	135	20131
10.539	20	20091
10.539	44	20101
10.539	120	20112
10.539	139	20121
10.539	176	20132
10.539	232	20141
10.540	42	20112
10.540	164	20132
10.541	4	20111
10.541	162	20131
10.542	21	20091
10.542	17	20101
10.542	36	20121
10.542	50	20141
10.543	51	20111
10.543	99	20131
10.544	26	20112
10.544	94	20132
10.545	8	20092
10.545	14	20102
10.545	34	20111
10.545	100	20122
10.545	132	20131
10.546	10	20101
10.546	60	20112
10.546	77	20121
10.546	149	20132
10.546	148	20141
10.547	4	20102
10.547	8	20111
10.547	48	20122
10.547	77	20131
10.548	10	20091
10.548	15	20101
10.548	55	20121
10.548	111	20141
10.549	1	20092
10.549	35	20102
10.549	110	20122
10.550	12	20092
10.550	11	20102
10.550	110	20122
10.551	19	20112
10.551	83	20132
10.552	37	20131
10.553	36	20112
10.553	101	20132
10.554	11	20102
10.554	38	20122
10.555	9	20121
10.555	26	20141
10.557	8	20141
10.558	7	20102
10.558	12	20111
10.558	69	20122
10.558	92	20131
10.559	7	20112
10.559	13	20121
10.559	80	20132
10.559	72	20141
10.560	5	20112
10.560	9	20121
10.560	77	20132
10.560	66	20141
10.561	43	20111
10.561	146	20131
10.562	19	20101
10.562	81	20121
10.562	180	20141
10.563	30	20122
10.564	25	20121
10.564	53	20141
10.565	19	20111
10.565	72	20131
10.566	57	20121
10.566	98	20141
10.567	90	20122
10.568	56	20141
10.569	35	20131
10.570	18	20122
10.571	15	20121
10.571	26	20141
10.572	6	20102
10.572	32	20122
10.573	18	20121
10.573	42	20141
11.500	7	20092
11.500	37	20102
11.500	53	20111
11.500	88	20122
11.501	43	20101
11.501	35	20112
11.501	57	20121
11.501	37	20132
11.501	49	20141
11.502	13	20102
11.502	20	20111
11.502	41	20122
11.502	21	20131
11.503	19	20112
11.503	27	20121
11.503	32	20141
11.504	8	20102
11.504	12	20111
11.504	40	20131
11.505	28	20101
11.505	53	20112
11.505	47	20121
11.505	29	20132
11.505	52	20141
11.506	9	20092
11.506	61	20102
11.506	92	20111
11.506	62	20122
11.506	69	20131
11.507	5	20101
11.507	61	20112
11.507	52	20121
11.507	38	20132
11.507	48	20141
11.508	5	20102
11.508	17	20111
11.508	55	20131
11.509	6	20112
11.509	37	20132
11.510	2	20101
11.510	10	20112
11.510	21	20121
11.510	41	20141
11.511	49	20131
11.512	21	20112
11.512	72	20132
11.513	38	20102
11.513	63	20111
11.513	83	20131
11.514	8	20101
11.514	37	20112
11.514	68	20121
11.514	85	20141
11.515	11	20122
11.516	4	20112
11.516	18	20141
11.517	70	20122
11.518	33	20101
11.518	37	20112
11.518	58	20121
11.518	42	20132
11.518	50	20141
11.519	9	20102
11.519	12	20111
11.519	40	20131
11.520	9	20111
11.520	58	20131
11.521	39	20141
11.522	3	20102
11.522	5	20111
11.522	28	20122
11.523	29	20101
11.523	21	20112
11.523	38	20121
11.523	35	20132
11.523	30	20141
11.524	1	20102
11.524	1	20111
11.524	1	20122
11.527	6	20112
11.527	16	20121
11.527	38	20132
11.527	25	20141
11.528	7	20131
11.529	7	20132
11.530	2	20112
11.530	8	20121
11.530	29	20132
11.530	27	20141
11.532	1	20121
11.532	12	20141
11.533	7	20131
11.534	39	20132
11.540	1	20131
11.541	6	20121
11.541	18	20141
11.543	25	20132
11.544	1	20111
11.544	9	20122
11.545	11	20132
11.546	9	20131
11.547	22	20141
11.551	1	20102
11.551	1	20111
11.553	1	20111
11.561	1	20101
11.561	1	20112
11.566	2	20102
11.566	1	20111
11.567	1	20101
11.568	11	20092
11.568	40	20102
11.568	47	20111
11.568	31	20122
11.568	47	20131
11.573	1	20092
11.578	5	20112
11.578	9	20132
11.580	1	20092
11.580	1	20111
11.581	8	20112
11.581	36	20132
11.583	2	20101
13.500	104	20102
13.500	184	20111
13.500	84	20122
13.500	131	20131
13.501	77	20101
13.501	70	20112
13.501	96	20121
13.501	52	20132
13.501	83	20141
13.502	138	20102
13.502	160	20111
13.502	97	20122
13.502	106	20131
13.503	86	20112
13.503	95	20121
13.503	73	20132
13.503	78	20141
13.504	146	20102
13.504	126	20111
13.504	126	20122
13.504	83	20131
13.505	109	20112
13.505	89	20121
13.505	84	20132
13.505	58	20141
13.506	81	20102
13.506	89	20111
13.506	101	20122
13.506	82	20131
13.507	138	20101
13.507	84	20112
13.507	137	20121
13.507	60	20132
13.507	95	20141
13.508	15	20102
13.508	53	20111
13.508	39	20122
13.508	48	20131
13.509	163	20101
13.509	122	20112
13.509	166	20121
13.509	76	20132
13.509	115	20141
13.510	51	20112
13.510	66	20121
13.510	80	20132
13.510	72	20141
13.511	68	20111
13.511	69	20122
13.511	99	20131
13.512	49	20112
13.512	75	20121
13.512	59	20132
13.512	66	20141
13.513	73	20111
13.513	93	20131
13.514	38	20112
13.514	37	20121
13.514	41	20132
13.514	46	20141
13.515	48	20122
13.515	78	20131
13.516	49	20112
13.516	70	20132
13.517	94	20122
13.518	35	20112
13.518	37	20121
13.518	38	20132
13.518	44	20141
13.519	67	20122
13.520	42	20122
13.520	37	20131
13.521	47	20121
13.521	78	20141
13.522	82	20131
13.523	54	20121
13.523	123	20141
13.524	32	20122
13.524	41	20131
13.525	112	20141
13.526	104	20122
13.526	102	20131
13.527	54	20132
13.528	68	20122
13.529	20	20112
13.529	26	20121
13.529	26	20132
13.529	20	20141
13.530	74	20141
13.531	49	20131
13.532	10	20132
13.534	25	20132
13.541	66	20141
13.544	6	20131
13.545	1	20132
13.547	28	20121
13.547	22	20141
13.548	3	20122
13.550	13	20141
13.553	25	20131
13.554	5	20112
13.554	8	20121
13.554	9	20132
13.554	7	20141
13.555	17	20122
13.555	17	20131
13.556	12	20132
13.557	8	20122
13.559	3	20131
13.560	1	20122
13.561	3	20141
13.563	3	20132
13.563	2	20141
15.611	22	20091
15.611	44	20101
15.611	39	20112
15.611	51	20121
15.611	41	20132
15.611	53	20141
15.612	28	20092
15.612	32	20102
15.612	35	20111
15.612	39	20122
15.612	54	20131
15.613	8	20091
15.613	21	20101
15.613	39	20112
15.613	50	20121
15.613	36	20132
15.613	43	20141
15.614	38	20092
15.614	36	20102
15.614	59	20111
15.614	40	20122
15.614	77	20131
15.615	27	20091
15.615	69	20101
15.615	40	20112
15.615	93	20121
15.615	58	20132
15.615	83	20141
15.616	17	20092
15.616	28	20102
15.616	25	20111
15.616	40	20122
15.616	49	20131
15.617	5	20091
15.617	26	20101
15.617	31	20112
15.617	35	20121
15.617	40	20132
15.617	33	20141
15.618	23	20092
15.618	25	20102
15.618	25	20111
15.618	32	20122
15.618	34	20131
15.619	47	20091
15.619	45	20101
15.619	35	20112
15.619	54	20121
15.619	35	20132
15.619	70	20141
15.620	12	20091
15.620	18	20101
15.620	23	20112
15.620	24	20121
15.620	22	20132
15.620	28	20141
15.621	28	20102
15.621	33	20122
15.622	11	20091
15.622	33	20101
15.622	63	20121
15.622	65	20141
15.623	13	20102
15.623	25	20122
15.624	4	20091
15.624	16	20101
15.624	20	20112
15.624	28	20121
15.624	29	20132
15.624	50	20141
15.625	10	20092
15.625	27	20102
15.625	1	20111
15.625	55	20122
15.626	30	20121
15.626	66	20141
15.627	8	20092
15.627	16	20102
15.627	26	20111
15.627	51	20122
15.628	11	20101
15.628	23	20112
15.628	23	20121
15.628	24	20132
15.628	46	20141
15.629	12	20092
15.629	29	20102
15.629	74	20122
15.630	21	20111
15.630	63	20131
15.631	36	20112
15.631	27	20121
15.631	46	20141
15.632	1	20122
15.632	5	20131
15.633	50	20121
15.633	60	20141
15.634	13	20092
15.634	75	20111
15.634	67	20122
15.635	65	20121
15.635	72	20141
15.636	17	20092
15.636	38	20102
15.636	65	20131
15.637	52	20132
15.638	13	20092
15.638	23	20111
15.638	71	20122
15.639	5	20101
15.639	18	20112
15.639	15	20121
15.639	29	20132
15.639	23	20141
15.640	2	20091
15.640	17	20112
15.640	21	20121
15.640	14	20132
15.640	23	20141
15.641	1	20092
15.641	3	20102
15.641	7	20111
15.641	11	20122
15.641	15	20131
15.642	3	20112
15.642	3	20121
15.642	11	20132
15.642	14	20141
15.643	2	20092
15.643	3	20102
15.643	3	20111
15.643	6	20122
15.643	2	20131
15.644	7	20101
15.644	22	20112
15.644	6	20121
15.644	21	20132
15.644	12	20141
15.645	6	20111
15.645	6	20122
15.646	1	20101
15.646	12	20121
15.646	24	20141
15.647	16	20131
15.648	11	20121
15.648	21	20141
15.649	9	20102
15.649	19	20122
15.650	10	20111
15.650	19	20131
15.651	4	20112
15.651	6	20121
15.651	19	20141
15.652	17	20131
15.653	13	20112
15.653	28	20132
15.654	8	20102
15.654	7	20111
15.654	14	20131
15.655	23	20132
15.656	5	20111
15.656	14	20122
15.657	11	20121
15.657	15	20141
15.658	5	20102
15.658	14	20122
15.660	6	20101
15.660	13	20121
15.660	13	20141
15.663	5	20092
15.663	7	20102
15.663	11	20111
15.663	12	20122
15.663	14	20131
16.501	148	20092
16.501	154	20102
16.501	205	20111
16.501	114	20122
16.501	173	20131
16.502	46	20091
16.502	140	20101
16.502	158	20112
16.502	125	20121
16.502	110	20132
16.502	117	20141
16.503	59	20102
16.503	87	20111
16.503	122	20122
16.503	128	20131
16.504	118	20101
16.504	114	20112
16.504	151	20121
16.504	101	20132
16.504	117	20141
16.505	118	20092
16.505	131	20102
16.505	198	20111
16.505	118	20122
16.505	169	20131
16.506	192	20101
16.506	187	20112
16.506	152	20121
16.506	137	20132
16.506	107	20141
16.507	165	20092
16.507	170	20102
16.507	217	20111
16.507	127	20122
16.507	177	20131
16.508	105	20112
16.508	134	20121
16.508	130	20132
16.508	127	20141
16.509	170	20092
16.509	154	20102
16.509	259	20111
16.509	109	20122
16.509	172	20131
16.510	76	20092
16.510	124	20102
16.510	149	20111
16.510	151	20122
16.510	118	20131
16.511	49	20091
16.511	84	20101
16.511	80	20112
16.511	89	20121
16.511	83	20132
16.511	88	20141
16.512	86	20092
16.512	119	20102
16.512	109	20111
16.512	113	20122
16.512	107	20131
16.513	96	20112
16.513	104	20121
16.513	107	20132
16.513	116	20141
16.514	71	20102
16.514	75	20111
16.514	73	20122
16.514	112	20131
16.515	54	20101
16.515	65	20112
16.515	78	20121
16.515	90	20132
16.515	94	20141
16.516	32	20102
16.516	70	20111
16.516	84	20122
16.516	90	20131
16.517	86	20101
16.517	121	20112
16.517	122	20121
16.517	94	20132
16.517	120	20141
16.518	78	20111
16.518	83	20122
16.518	82	20131
16.519	16	20101
16.519	46	20112
16.519	44	20121
16.519	70	20132
16.519	54	20141
16.520	122	20112
16.520	110	20121
16.520	118	20132
16.520	75	20141
16.521	137	20092
16.521	145	20102
16.521	227	20111
16.521	120	20122
16.521	172	20131
16.522	105	20101
16.522	128	20112
16.522	138	20121
16.522	85	20132
16.522	130	20141
16.523	58	20092
16.523	100	20102
16.523	125	20111
16.523	123	20122
16.523	145	20131
16.524	54	20112
16.524	90	20121
16.524	95	20132
16.524	124	20141
16.525	63	20111
16.525	76	20122
16.525	80	20131
16.526	78	20112
16.526	75	20121
16.526	98	20132
16.526	120	20141
16.527	40	20102
16.527	46	20111
16.527	79	20122
16.527	89	20131
16.528	40	20112
16.528	73	20121
16.528	112	20132
16.528	118	20141
16.529	49	20122
16.529	77	20131
16.530	57	20122
16.531	25	20112
16.531	73	20132
16.532	45	20122
16.533	36	20121
16.533	63	20141
16.534	31	20102
16.534	31	20111
16.534	49	20122
16.535	14	20121
16.535	38	20141
16.536	39	20131
16.537	8	20121
16.537	26	20132
16.538	39	20131
16.539	19	20121
16.539	41	20141
16.540	13	20132
16.541	22	20122
16.542	9	20112
16.542	17	20121
16.542	15	20141
16.543	11	20122
16.544	35	20132
16.545	14	20102
16.545	15	20111
16.545	61	20131
16.546	35	20112
16.546	62	20132
16.547	21	20122
16.548	12	20112
16.548	27	20121
16.548	50	20141
16.549	39	20131
16.580	11	20112
16.580	32	20132
16.581	20	20131
16.582	27	20132
16.583	42	20122
16.584	29	20132
16.585	13	20111
16.585	40	20131
16.586	22	20112
16.586	48	20121
16.586	79	20141
16.587	15	20111
16.587	46	20131
16.588	27	20132
16.589	14	20122
16.589	27	20131
20.500	143	20102
20.500	201	20111
20.500	80	20122
20.500	140	20131
20.501	29	20101
20.501	35	20112
20.501	76	20121
20.501	60	20132
20.501	70	20141
20.502	4	20102
20.502	25	20111
20.502	32	20122
20.502	40	20131
20.503	57	20101
20.503	145	20112
20.503	159	20121
20.503	105	20132
20.503	80	20141
20.504	28	20102
20.504	53	20111
20.504	92	20122
20.504	91	20131
20.505	42	20101
20.505	152	20112
20.505	197	20121
20.505	86	20132
20.505	121	20141
20.506	128	20102
20.506	181	20111
20.506	131	20122
20.506	180	20131
20.507	75	20101
20.507	147	20112
20.507	191	20121
20.507	79	20132
20.507	141	20141
20.508	124	20102
20.508	125	20111
20.508	160	20122
20.508	109	20131
20.509	134	20101
20.509	149	20112
20.509	275	20121
20.509	109	20132
20.509	202	20141
20.510	82	20112
20.510	111	20121
20.510	106	20132
20.510	111	20141
20.511	66	20122
20.511	72	20131
20.512	43	20112
20.512	33	20121
20.512	88	20132
20.513	64	20131
20.514	102	20112
20.514	135	20121
20.514	104	20132
20.514	107	20141
20.515	94	20122
20.515	85	20131
20.516	63	20121
20.516	226	20141
20.517	72	20131
20.518	130	20132
20.520	42	20131
20.521	79	20141
20.522	141	20131
20.523	88	20132
20.524	64	20122
20.524	55	20131
20.525	106	20132
20.526	84	20111
20.526	105	20122
20.526	115	20131
20.527	93	20121
20.527	179	20141
20.528	98	20131
20.529	101	20112
20.529	94	20121
20.529	108	20132
20.529	82	20141
20.530	59	20112
20.530	70	20121
20.530	52	20132
20.530	105	20141
20.531	101	20122
20.532	44	20112
20.532	44	20121
20.532	100	20132
20.534	11	20132
20.536	16	20132
20.538	46	20132
20.539	69	20122
20.540	33	20131
20.543	79	20132
20.547	62	20141
20.549	142	20132
20.550	35	20121
20.550	28	20141
20.556	2	20132
22.000	22	20141
22.006	29	20141
22.028	13	20141
30.500	29	20101
30.500	20	20112
30.500	31	20121
30.500	14	20132
30.500	18	20141
30.501	11	20102
30.501	20	20111
30.501	16	20122
30.501	13	20131
30.502	13	20112
30.502	5	20121
30.502	4	20132
30.502	3	20141
30.503	13	20102
30.503	19	20111
30.503	15	20122
30.503	17	20131
30.504	16	20112
30.504	17	20132
30.505	14	20102
30.505	25	20111
30.505	11	20122
30.505	15	20131
30.506	33	20101
30.506	22	20112
30.506	44	20121
30.506	15	20132
30.506	16	20141
30.507	10	20102
30.507	33	20111
30.507	29	20131
30.508	36	20112
30.508	37	20132
30.509	15	20102
30.509	69	20111
30.509	18	20122
30.509	32	20131
30.510	16	20111
30.510	28	20131
30.511	10	20112
30.511	17	20132
30.512	17	20122
30.513	13	20121
30.513	15	20141
30.514	23	20111
30.514	21	20131
30.515	12	20112
30.515	19	20132
30.516	16	20131
30.517	23	20121
30.517	21	20141
30.518	25	20122
30.519	16	20132
30.520	17	20141
30.521	9	20131
30.522	23	20141
30.524	13	20121
30.524	17	20132
30.525	24	20122
30.526	11	20112
30.526	29	20121
30.526	22	20141
30.527	20	20131
30.528	20	20141
30.529	19	20102
30.529	8	20111
30.529	24	20122
30.530	15	20111
30.530	12	20131
30.531	16	20132
30.532	17	20122
30.536	5	20122
30.537	20	20141
30.538	6	20122
30.539	9	20132
30.540	13	20141
30.546	16	20141
30.547	10	20131
30.548	9	20132
30.550	5	20131
71.500	49	20092
71.500	32	20102
71.500	53	20111
71.500	25	20122
71.500	25	20131
71.501	4	20091
71.501	32	20101
71.501	37	20112
71.501	30	20121
71.501	23	20132
71.501	19	20141
71.502	28	20092
71.502	25	20102
71.502	40	20111
71.502	37	20122
71.502	35	20131
71.503	14	20091
71.503	46	20101
71.503	36	20112
71.503	29	20121
71.503	24	20132
71.503	14	20141
71.504	42	20092
71.504	29	20102
71.504	22	20111
71.504	24	20122
71.504	14	20131
71.505	47	20091
71.505	76	20101
71.505	50	20112
71.505	64	20121
71.505	28	20132
71.505	40	20141
71.506	40	20092
71.506	39	20102
71.506	36	20111
71.506	28	20122
71.506	25	20131
71.507	57	20091
71.507	35	20101
71.507	20	20112
71.507	23	20121
71.507	21	20132
71.507	19	20141
71.508	26	20092
71.508	24	20102
71.508	18	20111
71.508	20	20122
71.508	18	20131
71.509	17	20091
71.509	22	20101
71.509	17	20112
71.509	19	20121
71.509	16	20132
71.509	12	20141
71.510	14	20101
71.510	18	20112
71.510	18	20121
71.510	16	20132
71.510	19	20141
71.511	14	20111
71.511	18	20122
71.511	18	20131
71.512	27	20101
71.512	12	20112
71.512	18	20121
71.512	16	20132
71.512	28	20141
71.513	16	20092
71.513	12	20102
71.513	26	20111
71.513	26	20122
71.513	25	20131
71.514	13	20101
71.514	20	20112
71.514	29	20121
71.514	20	20132
71.514	21	20141
71.515	18	20102
71.515	18	20111
71.515	22	20122
71.515	17	20131
71.516	10	20101
71.516	13	20112
71.516	25	20121
71.516	19	20132
71.516	10	20141
71.517	15	20092
71.517	15	20102
71.517	23	20111
71.517	28	20122
71.517	24	20131
71.518	19	20101
71.518	21	20112
71.518	25	20121
71.518	20	20132
71.518	17	20141
71.519	5	20092
71.519	28	20102
71.519	20	20111
71.519	25	20122
71.519	19	20131
71.520	13	20092
71.520	20	20102
71.520	25	20111
71.520	11	20122
71.520	13	20131
71.521	10	20091
71.521	20	20101
71.521	35	20112
71.521	32	20121
71.521	25	20132
71.521	23	20141
71.522	9	20102
71.522	9	20111
71.522	19	20122
71.522	19	20131
71.523	7	20101
71.523	22	20112
71.523	18	20121
71.523	13	20132
71.523	16	20141
71.524	4	20102
71.524	6	20111
71.524	10	20122
71.524	19	20131
71.525	13	20112
71.525	19	20121
71.525	14	20132
71.525	9	20141
71.526	11	20102
71.526	22	20111
71.526	23	20122
71.526	13	20131
71.527	25	20112
71.527	18	20121
71.527	13	20132
71.527	14	20141
71.528	13	20102
71.528	12	20111
71.528	26	20122
71.528	18	20131
71.529	13	20101
71.529	28	20112
71.529	15	20121
71.529	16	20132
71.529	16	20141
71.530	6	20101
71.530	15	20112
71.530	12	20121
71.530	14	20132
71.530	5	20141
71.531	6	20102
71.532	8	20132
71.533	3	20102
71.533	10	20122
71.534	7	20121
71.534	15	20141
71.535	8	20111
71.535	6	20131
71.536	9	20121
71.536	10	20141
71.537	5	20092
71.537	3	20102
71.537	2	20111
71.537	2	20131
71.538	19	20141
71.540	3	20122
71.541	5	20121
71.541	4	20132
71.542	15	20131
71.543	3	20121
71.543	3	20141
71.544	6	20102
71.544	15	20131
71.545	6	20121
71.545	5	20141
71.546	16	20122
71.547	1	20132
71.548	7	20122
71.549	8	20121
71.549	8	20141
71.550	7	20112
71.550	12	20132
71.552	6	20121
71.552	7	20141
71.554	8	20101
71.554	12	20121
71.554	6	20141
71.555	3	20122
71.556	13	20132
71.557	5	20122
71.559	4	20131
71.561	8	20121
71.561	12	20141
71.562	10	20102
71.562	9	20111
71.562	21	20122
71.562	16	20131
73.500	19	20092
73.500	21	20102
73.500	19	20111
73.500	13	20122
73.500	16	20131
73.501	1	20091
73.501	5	20101
73.501	9	20112
73.501	8	20121
73.501	13	20132
73.501	8	20141
73.502	1	20131
73.503	1	20132
73.503	3	20141
73.504	81	20081
73.504	40	20092
73.504	30	20102
73.504	44	20111
73.504	12	20122
73.504	23	20131
73.505	44	20082
73.505	36	20091
73.505	34	20101
73.505	38	20112
73.505	29	20121
73.505	19	20132
73.505	11	20141
73.506	35	20092
73.506	22	20102
73.506	27	20111
73.506	19	20122
73.506	16	20131
73.507	52	20082
73.507	68	20091
73.507	60	20101
73.507	25	20112
73.507	31	20121
73.507	14	20132
73.507	21	20141
73.508	51	20081
73.508	40	20092
73.508	41	20102
73.508	47	20111
73.508	12	20122
73.508	25	20131
73.509	57	20082
73.509	58	20091
73.509	53	20101
73.509	30	20112
73.509	30	20121
73.509	12	20132
73.509	23	20141
73.510	56	20082
73.510	65	20091
73.510	69	20101
73.510	33	20112
73.510	37	20121
73.510	13	20132
73.510	23	20141
73.511	57	20092
73.511	52	20102
73.511	42	20111
73.511	35	20122
73.511	32	20131
73.512	21	20091
73.512	33	20101
73.512	32	20112
73.512	35	20121
73.512	23	20132
73.512	24	20141
73.513	18	20092
73.513	15	20102
73.513	23	20111
73.513	22	20122
73.513	26	20131
73.514	19	20101
73.514	17	20112
73.514	28	20121
