subject	total	semester
10.500	333	20132
10.501	161	20081
10.501	308	20092
10.501	401	20102
10.501	463	20111
10.501	260	20122
10.501	370	20131
10.502	334	20082
10.502	543	20091
10.502	599	20101
10.502	299	20112
10.502	473	20121
10.502	238	20132
10.503	222	20081
10.503	327	20092
10.503	371	20102
10.503	531	20111
10.503	292	20122
10.503	377	20131
10.504	327	20082
10.504	450	20091
10.504	425	20101
10.504	403	20112
10.504	415	20121
10.504	281	20132
10.505	301	20092
10.505	323	20102
10.505	413	20111
10.505	286	20122
10.505	307	20131
10.506	88	20082
10.506	141	20091
10.506	259	20101
10.506	359	20112
10.506	293	20121
10.506	303	20132
10.507	164	20092
10.507	253	20102
10.507	276	20111
10.507	211	20122
10.507	229	20131
10.508	64	20082
10.508	120	20091
10.508	178	20101
10.508	188	20112
10.508	169	20121
10.508	166	20132
10.509	253	20092
10.509	258	20102
10.509	315	20111
10.509	322	20122
10.509	234	20131
10.510	268	20092
10.510	299	20102
10.510	332	20111
10.510	297	20122
10.510	252	20131
10.511	7	20082
10.511	83	20091
10.511	181	20101
10.511	275	20112
10.511	279	20121
10.511	234	20132
10.512	80	20092
10.512	123	20102
10.512	179	20111
10.512	214	20122
10.512	181	20131
10.513	32	20082
10.513	65	20091
10.513	198	20101
10.513	229	20112
10.513	298	20121
10.513	207	20132
10.514	123	20092
10.514	217	20102
10.514	269	20111
10.514	248	20122
10.514	246	20131
10.515	8	20082
10.515	33	20091
10.515	90	20101
10.515	157	20112
10.515	149	20121
10.515	160	20132
10.516	70	20092
10.516	128	20102
10.516	155	20111
10.516	149	20122
10.516	219	20131
10.517	26	20082
10.517	67	20091
10.517	178	20101
10.517	270	20112
10.517	247	20121
10.517	234	20132
10.518	102	20092
10.518	200	20102
10.518	223	20111
10.518	251	20122
10.518	210	20131
10.519	15	20082
10.519	32	20091
10.519	92	20101
10.519	211	20112
10.519	201	20121
10.519	228	20132
10.520	7	20082
10.520	17	20091
10.520	56	20101
10.520	120	20112
10.520	140	20121
10.520	157	20132
10.521	41	20092
10.521	203	20102
10.521	159	20111
10.521	227	20122
10.521	231	20131
10.522	5	20082
10.522	15	20091
10.522	48	20101
10.522	145	20112
10.522	158	20121
10.522	154	20132
10.523	39	20092
10.523	131	20102
10.523	174	20111
10.523	240	20122
10.523	182	20131
10.524	6	20082
10.524	12	20091
10.524	51	20101
10.524	155	20112
10.524	129	20121
10.524	170	20132
10.525	39	20092
10.525	108	20102
10.525	164	20111
10.525	197	20122
10.525	223	20131
10.526	12	20091
10.526	26	20101
10.526	123	20112
10.526	130	20121
10.526	167	20132
10.527	33	20092
10.527	52	20102
10.527	92	20111
10.527	158	20122
10.527	177	20131
10.528	34	20101
10.528	81	20112
10.528	137	20121
10.528	140	20132
10.529	23	20092
10.529	58	20102
10.529	124	20111
10.529	168	20122
10.529	186	20131
10.530	25	20092
10.530	46	20102
10.530	91	20111
10.530	162	20122
10.530	157	20131
10.531	7	20091
10.531	32	20101
10.531	142	20112
10.531	162	20121
10.531	206	20132
10.532	31	20092
10.532	92	20102
10.532	145	20111
10.532	197	20122
10.532	182	20131
10.533	4	20091
10.533	10	20101
10.533	72	20112
10.533	114	20121
10.533	142	20132
10.534	24	20092
10.534	45	20102
10.534	60	20111
10.534	201	20122
10.534	200	20131
10.535	7	20091
10.535	19	20101
10.535	77	20112
10.535	107	20121
10.535	166	20132
10.536	13	20092
10.536	29	20102
10.536	52	20111
10.536	130	20122
10.536	182	20131
10.537	9	20101
10.537	72	20112
10.537	77	20121
10.537	217	20132
10.538	21	20102
10.538	25	20111
10.538	108	20122
10.538	111	20131
10.539	14	20091
10.539	36	20101
10.539	111	20112
10.539	129	20121
10.539	164	20132
10.540	36	20112
10.540	141	20132
10.541	4	20111
10.541	153	20131
10.542	18	20091
10.542	16	20101
10.542	35	20121
10.543	42	20111
10.543	88	20131
10.544	23	20112
10.544	92	20132
10.545	5	20092
10.545	13	20102
10.545	28	20111
10.545	87	20122
10.545	116	20131
10.546	7	20101
10.546	57	20112
10.546	65	20121
10.546	137	20132
10.547	4	20102
10.547	8	20111
10.547	48	20122
10.547	77	20131
10.548	4	20091
10.548	10	20101
10.548	47	20121
10.549	1	20092
10.549	24	20102
10.549	88	20122
10.550	10	20092
10.550	11	20102
10.550	92	20122
10.551	16	20112
10.551	81	20132
10.552	36	20131
10.553	36	20112
10.553	100	20132
10.554	9	20102
10.554	28	20122
10.555	8	20121
10.558	7	20102
10.558	8	20111
10.558	67	20122
10.558	83	20131
10.559	7	20112
10.559	13	20121
10.559	80	20132
10.560	5	20112
10.560	9	20121
10.560	75	20132
10.561	24	20111
10.561	129	20131
10.562	18	20101
10.562	63	20121
10.563	24	20122
10.564	22	20121
10.565	15	20111
10.565	64	20131
10.566	44	20121
10.567	72	20122
10.569	30	20131
10.570	18	20122
10.571	12	20121
10.572	4	20102
10.572	28	20122
10.573	16	20121
11.500	6	20092
11.500	28	20102
11.500	39	20111
11.500	63	20122
11.501	25	20101
11.501	19	20112
11.501	42	20121
11.501	20	20132
11.502	11	20102
11.502	16	20111
11.502	35	20122
11.502	18	20131
11.503	7	20112
11.503	18	20121
11.504	4	20102
11.504	4	20111
11.504	27	20131
11.505	6	20101
11.505	25	20112
11.505	16	20121
11.505	13	20132
11.506	5	20092
11.506	28	20102
11.506	50	20111
11.506	28	20122
11.506	30	20131
11.507	3	20101
11.507	28	20112
11.507	18	20121
11.507	18	20132
11.508	3	20102
11.508	5	20111
11.508	29	20131
11.509	3	20112
11.509	25	20132
11.510	1	20101
11.510	7	20121
11.511	39	20131
11.512	8	20112
11.512	33	20132
11.513	18	20102
11.513	45	20111
11.513	59	20131
11.514	4	20101
11.514	15	20112
11.514	36	20121
11.515	4	20122
11.516	3	20112
11.517	61	20122
11.518	13	20101
11.518	15	20112
11.518	17	20121
11.518	18	20132
11.519	6	20102
11.519	6	20111
11.519	30	20131
11.520	3	20111
11.520	25	20131
11.522	1	20102
11.522	1	20111
11.522	19	20122
11.523	19	20101
11.523	12	20112
11.523	26	20121
11.523	31	20132
11.524	1	20102
11.524	1	20111
11.524	1	20122
11.527	2	20112
11.527	6	20121
11.527	26	20132
11.528	4	20131
11.529	3	20132
11.530	2	20112
11.530	7	20121
11.530	25	20132
11.532	1	20121
11.533	6	20131
11.534	37	20132
11.540	1	20131
11.541	5	20121
11.543	22	20132
11.544	8	20122
11.545	8	20132
11.546	8	20131
11.551	1	20102
11.551	1	20111
11.561	1	20101
11.561	1	20112
11.566	1	20102
11.566	1	20111
11.568	6	20092
11.568	31	20102
11.568	30	20111
11.568	22	20122
11.568	32	20131
11.578	1	20112
11.578	5	20132
11.580	1	20092
11.580	1	20111
11.581	6	20112
11.581	29	20132
11.583	2	20101
13.500	66	20102
13.500	130	20111
13.500	54	20122
13.500	83	20131
13.501	45	20101
13.501	55	20112
13.501	69	20121
13.501	31	20132
13.502	91	20102
13.502	98	20111
13.502	70	20122
13.502	71	20131
13.503	68	20112
13.503	81	20121
13.503	48	20132
13.504	117	20102
13.504	92	20111
13.504	107	20122
13.504	58	20131
13.505	81	20112
13.505	54	20121
13.505	66	20132
13.506	68	20102
13.506	73	20111
13.506	84	20122
13.506	62	20131
13.507	110	20101
13.507	64	20112
13.507	111	20121
13.507	50	20132
13.508	9	20102
13.508	33	20111
13.508	22	20122
13.508	30	20131
13.509	121	20101
13.509	94	20112
13.509	130	20121
13.509	58	20132
13.510	34	20112
13.510	41	20121
13.510	53	20132
13.511	43	20111
13.511	57	20122
13.511	77	20131
13.512	38	20112
13.512	60	20121
13.512	43	20132
13.513	52	20111
13.513	83	20131
13.514	19	20112
13.514	24	20121
13.514	25	20132
13.515	32	20122
13.515	53	20131
13.516	32	20112
13.516	47	20132
13.517	84	20122
13.518	25	20112
13.518	33	20121
13.518	29	20132
13.519	52	20122
13.520	39	20122
13.520	34	20131
13.521	41	20121
13.522	65	20131
13.523	45	20121
13.524	22	20122
13.524	33	20131
13.526	70	20122
13.526	69	20131
13.527	49	20132
13.528	61	20122
13.529	17	20112
13.529	25	20121
13.529	19	20132
13.531	42	20131
13.532	9	20132
13.534	22	20132
13.544	5	20131
13.545	1	20132
13.547	23	20121
13.548	2	20122
13.553	23	20131
13.554	4	20112
13.554	6	20121
13.554	9	20132
13.555	17	20122
13.555	14	20131
13.556	11	20132
13.557	5	20122
13.559	3	20131
13.560	1	20122
13.563	3	20132
15.611	12	20091
15.611	21	20101
15.611	22	20112
15.611	20	20121
15.611	24	20132
15.612	23	20092
15.612	17	20102
15.612	25	20111
15.612	26	20122
15.612	36	20131
15.613	2	20091
15.613	14	20101
15.613	25	20112
15.613	35	20121
15.613	18	20132
15.614	26	20092
15.614	19	20102
15.614	35	20111
15.614	27	20122
15.614	41	20131
15.615	20	20091
15.615	53	20101
15.615	26	20112
15.615	64	20121
15.615	39	20132
15.616	12	20092
15.616	16	20102
15.616	13	20111
15.616	27	20122
15.616	29	20131
15.617	8	20101
15.617	13	20112
15.617	15	20121
15.617	31	20132
15.618	19	20092
15.618	21	20102
15.618	18	20111
15.618	25	20122
15.618	24	20131
15.619	35	20091
15.619	32	20101
15.619	21	20112
15.619	37	20121
15.619	26	20132
15.620	3	20091
15.620	11	20101
15.620	19	20112
15.620	18	20121
15.620	13	20132
15.621	27	20102
15.621	28	20122
15.622	4	20091
15.622	26	20101
15.622	54	20121
15.623	10	20102
15.623	23	20122
15.624	2	20091
15.624	13	20101
15.624	18	20112
15.624	22	20121
15.624	24	20132
15.625	8	20092
15.625	23	20102
15.625	1	20111
15.625	45	20122
15.626	25	20121
15.627	7	20092
15.627	15	20102
15.627	24	20111
15.627	45	20122
15.628	8	20101
15.628	17	20112
15.628	19	20121
15.628	18	20132
15.629	10	20092
15.629	22	20102
15.629	66	20122
15.630	17	20111
15.630	55	20131
15.631	26	20112
15.631	15	20121
15.632	1	20122
15.632	5	20131
15.633	31	20121
15.634	10	20092
15.634	62	20111
15.634	60	20122
15.635	53	20121
15.636	15	20092
15.636	28	20102
15.636	53	20131
15.637	39	20132
15.638	9	20092
15.638	17	20111
15.638	59	20122
15.639	5	20101
15.639	15	20112
15.639	12	20121
15.639	23	20132
15.640	2	20091
15.640	9	20112
15.640	15	20121
15.640	9	20132
15.641	1	20092
15.641	1	20102
15.641	6	20111
15.641	9	20122
15.641	9	20131
15.642	3	20112
15.642	3	20121
15.642	9	20132
15.643	1	20102
15.643	5	20122
15.643	2	20131
15.644	4	20101
15.644	20	20112
15.644	6	20121
15.644	17	20132
15.645	4	20111
15.645	3	20122
15.646	9	20121
15.647	10	20131
15.648	9	20121
15.649	8	20102
15.649	14	20122
15.650	6	20111
15.650	16	20131
15.651	4	20112
15.651	4	20121
15.652	14	20131
15.653	11	20112
15.653	25	20132
15.654	6	20102
15.654	4	20111
15.654	10	20131
15.655	17	20132
15.656	4	20111
15.656	12	20122
15.657	7	20121
15.658	2	20102
15.658	12	20122
15.660	5	20101
15.660	10	20121
15.663	4	20092
15.663	6	20102
15.663	10	20111
15.663	10	20122
15.663	12	20131
16.501	100	20092
16.501	104	20102
16.501	143	20111
16.501	85	20122
16.501	125	20131
16.502	27	20091
16.502	120	20101
16.502	132	20112
16.502	107	20121
16.502	93	20132
16.503	46	20102
16.503	58	20111
16.503	86	20122
16.503	89	20131
16.504	101	20101
16.504	91	20112
16.504	131	20121
16.504	79	20132
16.505	101	20092
16.505	104	20102
16.505	143	20111
16.505	86	20122
16.505	113	20131
16.506	163	20101
16.506	171	20112
16.506	129	20121
16.506	117	20132
16.507	88	20092
16.507	124	20102
16.507	147	20111
16.507	87	20122
16.507	108	20131
16.508	87	20112
16.508	117	20121
16.508	99	20132
16.509	126	20092
16.509	113	20102
16.509	199	20111
16.509	94	20122
16.509	127	20131
16.510	61	20092
16.510	104	20102
16.510	118	20111
16.510	119	20122
16.510	80	20131
16.511	22	20091
16.511	50	20101
16.511	63	20112
16.511	69	20121
16.511	62	20132
16.512	75	20092
16.512	107	20102
16.512	87	20111
16.512	96	20122
16.512	90	20131
16.513	85	20112
16.513	85	20121
16.513	94	20132
16.514	62	20102
16.514	58	20111
16.514	59	20122
16.514	93	20131
16.515	40	20101
16.515	52	20112
16.515	67	20121
16.515	79	20132
16.516	29	20102
16.516	59	20111
16.516	80	20122
16.516	73	20131
16.517	75	20101
16.517	107	20112
16.517	105	20121
16.517	84	20132
16.518	66	20111
16.518	75	20122
16.518	76	20131
16.519	15	20101
16.519	43	20112
16.519	38	20121
16.519	60	20132
16.520	104	20112
16.520	91	20121
16.520	107	20132
16.521	106	20092
16.521	119	20102
16.521	156	20111
16.521	90	20122
16.521	127	20131
16.522	77	20101
16.522	96	20112
16.522	102	20121
16.522	60	20132
16.523	50	20092
16.523	89	20102
16.523	110	20111
16.523	107	20122
16.523	123	20131
16.524	50	20112
16.524	85	20121
16.524	87	20132
16.525	49	20111
16.525	57	20122
16.525	57	20131
16.526	68	20112
16.526	64	20121
16.526	82	20132
16.527	40	20102
16.527	39	20111
16.527	72	20122
16.527	75	20131
16.528	39	20112
16.528	63	20121
16.528	96	20132
16.529	39	20122
16.529	58	20131
16.530	56	20122
16.531	21	20112
16.531	57	20132
16.532	40	20122
16.533	32	20121
16.534	30	20102
16.534	26	20111
16.534	48	20122
16.535	13	20121
16.536	37	20131
16.537	6	20121
16.537	22	20132
16.538	34	20131
16.539	15	20121
16.540	9	20132
16.541	20	20122
16.542	3	20112
16.542	13	20121
16.543	8	20122
16.544	34	20132
16.545	12	20102
16.545	11	20111
16.545	52	20131
16.546	31	20112
16.546	54	20132
16.547	20	20122
16.548	11	20112
16.548	18	20121
16.549	34	20131
16.580	10	20112
16.580	28	20132
16.581	19	20131
16.582	20	20132
16.583	41	20122
16.584	26	20132
16.585	5	20111
16.585	35	20131
16.586	21	20112
16.586	46	20121
16.587	13	20111
16.587	38	20131
16.588	21	20132
16.589	14	20122
16.589	27	20131
20.500	123	20102
20.500	157	20111
20.500	64	20122
20.500	127	20131
20.501	16	20101
20.501	25	20112
20.501	48	20121
20.501	37	20132
20.502	3	20102
20.502	22	20111
20.502	29	20122
20.502	33	20131
20.503	42	20101
20.503	115	20112
20.503	109	20121
20.503	67	20132
20.504	18	20102
20.504	26	20111
20.504	63	20122
20.504	53	20131
20.505	29	20101
20.505	85	20112
20.505	141	20121
20.505	58	20132
20.506	90	20102
20.506	117	20111
20.506	90	20122
20.506	114	20131
20.507	59	20101
20.507	110	20112
20.507	128	20121
20.507	56	20132
20.508	88	20102
20.508	101	20111
20.508	131	20122
20.508	82	20131
20.509	97	20101
20.509	128	20112
20.509	217	20121
20.509	83	20132
20.510	59	20112
20.510	76	20121
20.510	76	20132
20.511	53	20122
20.511	65	20131
20.512	35	20112
20.512	24	20121
20.512	78	20132
20.513	58	20131
20.514	88	20112
20.514	110	20121
20.514	89	20132
20.515	84	20122
20.515	77	20131
20.516	63	20121
20.517	61	20131
20.518	109	20132
20.520	32	20131
20.522	129	20131
20.523	74	20132
20.524	55	20122
20.524	44	20131
20.525	95	20132
20.526	77	20111
20.526	94	20122
20.526	100	20131
20.527	73	20121
20.528	74	20131
20.529	91	20112
20.529	75	20121
20.529	88	20132
20.530	50	20112
20.530	62	20121
20.530	41	20132
20.531	96	20122
20.532	30	20112
20.532	26	20121
20.532	74	20132
20.534	8	20132
20.536	16	20132
20.538	43	20132
20.539	65	20122
20.540	31	20131
20.543	66	20132
20.549	127	20132
20.550	23	20121
20.556	2	20132
30.500	17	20101
30.500	14	20112
30.500	23	20121
30.500	12	20132
30.501	8	20102
30.501	10	20111
30.501	12	20122
30.501	7	20131
30.502	13	20112
30.502	4	20121
30.502	2	20132
30.503	13	20102
30.503	14	20111
30.503	12	20122
30.503	14	20131
30.504	13	20112
30.504	11	20132
30.505	10	20102
30.505	18	20111
30.505	8	20122
30.505	13	20131
30.506	25	20101
30.506	10	20112
30.506	36	20121
30.506	11	20132
30.507	7	20102
30.507	27	20111
30.507	17	20131
30.508	28	20112
30.508	33	20132
30.509	9	20102
30.509	52	20111
30.509	14	20122
30.509	23	20131
30.510	8	20111
30.510	15	20131
30.511	5	20112
30.511	12	20132
30.512	14	20122
30.513	9	20121
30.514	18	20111
30.514	19	20131
30.515	11	20112
30.515	19	20132
30.516	14	20131
30.517	16	20121
30.518	24	20122
30.519	16	20132
30.521	8	20131
30.524	12	20121
30.524	16	20132
30.525	24	20122
30.526	9	20112
30.526	22	20121
30.527	18	20131
30.529	17	20102
30.529	7	20111
30.529	23	20122
30.530	9	20111
30.530	11	20131
30.531	14	20132
30.532	14	20122
30.536	4	20122
30.538	4	20122
30.539	9	20132
30.547	8	20131
30.548	9	20132
30.550	2	20131
71.500	27	20092
71.500	17	20102
71.500	28	20111
71.500	16	20122
71.500	13	20131
71.501	1	20091
71.501	17	20101
71.501	14	20112
71.501	9	20121
71.501	13	20132
71.502	22	20092
71.502	16	20102
71.502	26	20111
71.502	20	20122
71.502	24	20131
71.503	8	20091
71.503	30	20101
71.503	25	20112
71.503	18	20121
71.503	15	20132
71.504	33	20092
71.504	26	20102
71.504	13	20111
71.504	19	20122
71.504	8	20131
71.505	36	20091
71.505	60	20101
71.505	40	20112
71.505	53	20121
71.505	17	20132
71.506	25	20092
71.506	28	20102
71.506	19	20111
71.506	16	20122
71.506	15	20131
71.507	42	20091
71.507	27	20101
71.507	15	20112
71.507	15	20121
71.507	15	20132
71.508	20	20092
71.508	18	20102
71.508	14	20111
71.508	16	20122
71.508	11	20131
71.509	11	20091
71.509	12	20101
71.509	9	20112
71.509	7	20121
71.509	12	20132
71.510	14	20101
71.510	11	20112
71.510	14	20121
71.510	11	20132
71.511	14	20111
71.511	18	20122
71.511	16	20131
71.512	24	20101
71.512	10	20112
71.512	16	20121
71.512	12	20132
71.513	11	20092
71.513	8	20102
71.513	21	20111
71.513	25	20122
71.513	20	20131
71.514	12	20101
71.514	14	20112
71.514	20	20121
71.514	12	20132
71.515	12	20102
71.515	13	20111
71.515	15	20122
71.515	12	20131
71.516	5	20101
71.516	7	20112
71.516	14	20121
71.516	11	20132
71.517	12	20092
71.517	14	20102
71.517	20	20111
71.517	26	20122
71.517	19	20131
71.518	15	20101
71.518	16	20112
71.518	21	20121
71.518	12	20132
71.519	4	20092
71.519	23	20102
71.519	16	20111
71.519	18	20122
71.519	14	20131
71.520	8	20092
71.520	13	20102
71.520	19	20111
71.520	7	20122
71.520	8	20131
71.521	9	20091
71.521	18	20101
71.521	31	20112
71.521	28	20121
71.521	21	20132
71.522	6	20102
71.522	7	20111
71.522	13	20122
71.522	11	20131
71.523	4	20101
71.523	11	20112
71.523	9	20121
71.523	9	20132
71.524	4	20102
71.524	3	20111
71.524	9	20122
71.524	18	20131
71.525	9	20112
71.525	16	20121
71.525	12	20132
71.526	8	20102
71.526	15	20111
71.526	18	20122
71.526	8	20131
71.527	22	20112
71.527	13	20121
71.527	8	20132
71.528	12	20102
71.528	8	20111
71.528	20	20122
71.528	11	20131
71.529	10	20101
71.529	24	20112
71.529	11	20121
71.529	11	20132
71.530	4	20101
71.530	11	20112
71.530	8	20121
71.530	13	20132
71.531	6	20102
71.532	8	20132
71.533	3	20102
71.533	10	20122
71.534	6	20121
71.535	7	20111
71.535	6	20131
71.536	6	20121
71.537	3	20092
71.537	1	20102
71.537	2	20111
71.540	3	20122
71.541	5	20121
71.541	3	20132
71.542	14	20131
71.543	3	20121
71.544	5	20102
71.544	15	20131
71.545	5	20121
71.546	15	20122
71.547	1	20132
71.548	6	20122
71.549	7	20121
71.550	6	20112
71.550	9	20132
71.552	5	20121
71.554	6	20101
71.554	12	20121
71.555	2	20122
71.556	13	20132
71.557	5	20122
71.559	3	20131
71.561	8	20121
71.562	9	20102
71.562	8	20111
71.562	18	20122
71.562	13	20131
73.500	8	20092
73.500	19	20102
73.500	8	20111
73.500	12	20122
73.500	10	20131
73.501	1	20091
73.501	5	20101
73.501	8	20112
73.501	6	20121
73.501	9	20132
73.502	1	20131
73.504	47	20081
73.504	31	20092
73.504	17	20102
73.504	36	20111
73.504	11	20122
73.504	16	20131
73.505	31	20082
73.505	27	20091
73.505	27	20101
73.505	32	20112
73.505	24	20121
73.505	13	20132
73.506	19	20092
73.506	16	20102
73.506	17	20111
73.506	14	20122
73.506	14	20131
73.507	34	20082
73.507	51	20091
73.507	31	20101
73.507	18	20112
73.507	18	20121
73.507	6	20132
73.508	31	20081
73.508	23	20092
73.508	27	20102
73.508	30	20111
73.508	9	20122
73.508	16	20131
73.509	24	20082
73.509	30	20091
73.509	28	20101
73.509	22	20112
73.509	20	20121
73.509	8	20132
73.510	33	20082
73.510	36	20091
73.510	41	20101
73.510	21	20112
73.510	17	20121
73.510	7	20132
73.511	39	20092
73.511	36	20102
73.511	26	20111
73.511	24	20122
73.511	18	20131
73.512	19	20091
73.512	22	20101
73.512	20	20112
73.512	24	20121
73.512	12	20132
73.513	16	20092
73.513	9	20102
73.513	11	20111
73.513	16	20122
73.513	22	20131
73.514	16	20101
73.514	14	20112
73.514	22	20121
73.515	8	20092
73.515	11	20102
73.515	9	20111
73.515	25	20131
73.516	8	20101
73.516	10	20112
73.516	24	20132
73.517	5	20092
73.517	14	20102
73.517	14	20111
73.517	18	20122
73.517	15	20131
73.518	5	20101
73.518	16	20112
73.518	33	20132
73.519	10	20092
73.519	4	20102
73.519	13	20111
73.519	20	20122
73.520	4	20102
73.520	19	20111
73.520	23	20131
73.521	8	20091
73.521	5	20101
73.521	10	20112
73.521	19	20121
73.522	9	20092
73.522	15	20102
73.522	19	20111
73.522	23	20122
73.522	16	20131
73.523	9	20101
73.523	22	20112
73.523	19	20121
73.523	17	20132
73.524	24	20092
73.524	17	20102
73.524	7	20111
73.524	18	20122
73.524	17	20131
73.525	23	20091
73.525	20	20101
73.525	16	20112
73.525	19	20121
73.525	18	20132
73.526	21	20092
73.526	12	20102
73.526	21	20111
73.526	12	20122
73.526	18	20131
73.527	7	20091
73.527	10	20101
73.527	14	20112
73.527	31	20132
73.528	5	20092
73.528	9	20102
73.528	11	20111
73.528	26	20131
73.529	6	20101
73.529	15	20112
73.529	39	20132
73.530	7	20101
73.530	7	20112
73.530	14	20121
73.530	21	20132
73.531	13	20092
73.531	8	20102
73.531	23	20111
73.531	31	20131
73.532	7	20082
73.532	18	20091
73.532	8	20101
73.532	19	20112
73.532	22	20121
73.532	20	20132
73.533	12	20102
73.533	10	20111
73.533	26	20131
73.534	3	20101
73.534	13	20112
73.534	18	20121
73.534	30	20132
73.535	11	20092
73.535	5	20102
73.535	8	20111
73.535	14	20122
73.535	20	20131
73.536	9	20112
73.536	9	20121
73.536	25	20132
73.537	1	20102
73.537	4	20111
73.537	7	20122
73.537	13	20131
73.538	19	20121
73.539	3	20122
73.539	9	20131
73.540	4	20122
73.541	10	20112
73.541	13	20132
73.547	4	20112
73.547	11	20132
73.548	17	20111
73.548	16	20131
73.549	16	20121
73.550	15	20101
73.550	6	20121
73.551	4	20131
73.552	13	20101
73.552	7	20112
73.552	6	20132
73.554	11	20132
73.555	15	20111
73.555	14	20131
73.556	5	20091
73.556	8	20121
73.557	10	20122
73.558	11	20112
73.558	12	20132
73.560	54	20122
73.562	11	20111
73.562	12	20131
73.564	7	20111
73.564	7	20131
73.566	14	20122
74.500	5	20121
74.501	7	20092
74.501	5	20102
74.501	11	20111
74.501	10	20131
74.502	6	20121
74.506	8	20082
74.506	25	20091
74.506	16	20101
74.506	8	20112
74.506	14	20121
74.508	6	20091
74.508	5	20101
74.508	3	20112
74.508	8	20132
74.509	4	20122
74.511	5	20082
74.511	8	20091
74.511	12	20101
74.511	4	20112
74.511	13	20121
74.512	2	20122
74.513	6	20112
74.513	3	20132
74.514	1	20092
74.514	2	20102
74.514	7	20122
74.515	14	20121
74.516	9	20092
74.516	13	20102
74.516	5	20111
74.516	16	20122
74.519	1	20121
74.519	3	20132
74.523	12	20081
74.523	15	20092
74.523	12	20102
74.523	10	20111
74.523	12	20131
74.524	1	20082
74.524	10	20101
74.524	4	20112
74.524	6	20132
74.525	7	20131
74.526	18	20082
74.526	27	20091
74.526	15	20101
74.526	11	20112
74.526	19	20121
74.527	10	20092
74.527	11	20102
74.527	11	20111
74.527	15	20122
74.528	6	20101
74.528	4	20112
74.528	12	20121
74.529	4	20102
74.529	3	20111
74.529	7	20122
74.530	1	20122
74.531	2	20091
74.531	6	20101
74.531	7	20112
74.531	6	20121
74.531	2	20132
74.532	1	20102
74.532	1	20122
74.532	1	20131
74.533	3	20091
74.533	1	20101
74.533	3	20112
74.533	3	20121
74.538	1	20081
74.538	6	20092
74.538	6	20102
74.538	9	20111
74.538	6	20131
74.539	1	20112
74.539	2	20132
74.540	2	20112
74.540	4	20132
74.542	10	20112
74.542	1	20121
74.543	10	20081
74.543	20	20092
74.543	6	20102
74.543	11	20111
74.543	19	20122
74.546	5	20121
74.550	5	20081
74.550	8	20092
74.550	5	20102
74.550	10	20111
74.550	7	20131
74.551	2	20112
74.551	4	20132
74.552	9	20111
74.552	8	20122
74.553	4	20132
74.555	7	20101
74.555	4	20112
74.555	8	20121
74.556	4	20092
74.556	4	20102
74.556	10	20111
74.556	7	20122
74.557	14	20121
74.558	2	20111
74.558	6	20131
74.559	7	20112
74.559	7	20132
74.561	1	20111
74.561	5	20131
74.562	2	20132
74.563	4	20131
74.566	4	20132
74.579	1	20121
75.554	6	20101
75.554	9	20112
75.554	7	20121
75.554	7	20132
75.555	2	20102
75.555	2	20111
75.555	4	20122
75.555	5	20131
75.556	8	20101
75.556	16	20112
75.556	39	20132
75.557	1	20092
75.557	10	20102
75.557	26	20111
75.557	10	20122
75.557	14	20131
75.558	4	20101
75.558	12	20112
75.558	7	20121
75.559	5	20092
75.559	20	20102
75.559	20	20111
75.559	8	20122
75.559	14	20131
75.560	7	20102
75.560	12	20111
75.560	18	20122
75.560	3	20131
75.561	15	20101
75.561	13	20112
75.561	8	20121
75.561	5	20132
75.562	7	20092
75.562	25	20102
75.562	19	20111
75.562	14	20122
75.562	8	20131
75.563	19	20101
75.563	30	20112
75.563	21	20121
75.564	5	20102
75.564	5	20111
75.564	13	20131
75.565	20	20112
75.565	17	20121
75.565	14	20132
75.566	1	20111
75.566	7	20131
75.567	8	20112
75.567	11	20121
75.568	6	20102
75.568	6	20111
75.568	11	20122
75.569	7	20112
75.569	14	20132
75.570	10	20101
75.570	10	20112
75.570	8	20121
75.571	7	20102
75.571	6	20111
75.571	24	20131
75.572	8	20112
75.572	23	20132
75.573	13	20111
75.573	13	20122
75.573	12	20131
75.574	1	20112
75.574	9	20132
75.575	17	20122
75.576	2	20112
75.576	8	20132
75.577	1	20102
75.577	3	20111
75.577	3	20131
75.578	4	20121
75.579	2	20122
75.580	1	20102
75.580	2	20131
75.581	7	20132
75.582	8	20102
75.582	11	20111
75.582	20	20131
75.583	4	20132
75.584	1	20102
75.584	7	20131
75.585	15	20132
75.586	1	20102
75.586	3	20111
75.586	15	20131
75.587	8	20132
75.588	1	20111
75.588	4	20131
75.589	1	20112
75.589	16	20121
75.590	12	20112
75.590	30	20132
75.591	2	20102
75.591	1	20122
75.592	3	20112
75.592	6	20132
75.593	9	20122
75.594	2	20121
75.595	5	20111
75.595	9	20131
75.596	8	20121
75.597	17	20122
75.598	12	20132
75.601	2	20122
75.604	10	20121
75.607	8	20131
75.611	5	20112
75.611	16	20132
75.613	5	20121
75.614	5	20092
75.614	34	20102
75.614	11	20111
75.614	11	20122
75.614	11	20131
75.616	3	20111
75.616	6	20122
75.616	4	20131
76.500	25	20101
76.500	7	20112
76.500	11	20121
76.500	3	20132
76.501	9	20092
76.501	6	20102
76.501	9	20111
76.501	4	20122
76.501	2	20131
76.502	3	20101
76.502	8	20112
76.502	4	20121
76.502	2	20132
76.503	6	20102
76.503	6	20111
