subject	total	semester
76.503	11	20131
76.504	5	20101
76.504	5	20112
76.504	14	20121
76.504	6	20132
76.505	5	20102
76.505	7	20111
76.505	3	20122
76.505	5	20131
76.506	39	20101
76.506	19	20112
76.506	14	20121
76.506	8	20132
76.507	6	20092
76.507	11	20102
76.507	10	20111
76.507	11	20131
76.508	7	20112
76.508	11	20132
76.509	7	20131
76.510	48	20092
76.510	30	20102
76.510	32	20111
76.510	15	20122
76.510	9	20131
76.511	24	20101
76.511	11	20112
76.511	13	20121
76.511	5	20132
76.512	7	20092
76.512	10	20102
76.512	15	20111
76.512	6	20122
76.512	8	20131
76.513	2	20101
76.513	9	20112
76.513	5	20132
76.514	5	20092
76.514	26	20102
76.514	5	20111
76.514	13	20131
76.515	11	20112
76.515	9	20132
76.516	1	20102
76.516	15	20122
76.517	19	20101
76.517	7	20112
76.517	10	20121
76.518	1	20102
76.518	5	20111
76.518	13	20131
76.519	7	20112
76.519	13	20132
76.520	6	20101
76.520	9	20112
76.520	5	20121
76.521	1	20102
76.521	4	20111
76.521	11	20122
76.522	5	20101
76.522	5	20112
76.522	9	20121
76.523	4	20122
76.524	5	20121
76.525	4	20111
76.525	6	20122
76.526	16	20101
76.526	6	20112
76.526	6	20121
76.527	2	20102
76.527	8	20131
76.528	3	20121
76.529	3	20102
76.529	6	20111
76.529	8	20122
76.530	4	20102
76.530	4	20122
76.531	6	20101
76.531	3	20112
76.531	4	20132
76.532	12	20092
76.532	6	20102
76.532	10	20111
76.532	6	20131
76.533	4	20121
76.536	4	20102
76.536	1	20122
76.537	3	20112
76.537	3	20132
76.539	9	20121
76.540	3	20101
76.541	8	20122
76.542	10	20121
76.543	3	20122
76.545	3	20131
76.546	2	20101
76.546	3	20112
76.546	3	20121
76.547	2	20111
76.547	2	20131
76.551	1	20101
76.551	1	20112
76.551	3	20121
76.551	1	20132
76.552	1	20102
76.552	2	20111
76.552	3	20122
76.554	8	20102
76.554	5	20122
76.573	1	20132
78.563	3	20092
78.563	14	20102
78.563	8	20111
78.563	4	20122
78.563	7	20131
78.564	1	20091
78.564	11	20101
78.564	6	20112
78.564	5	20121
78.564	4	20132
78.565	11	20102
78.565	11	20111
78.565	6	20122
78.565	5	20131
78.566	6	20091
78.566	17	20101
78.566	7	20112
78.566	12	20121
78.566	7	20132
78.567	6	20092
78.567	8	20102
78.567	20	20111
78.567	11	20122
78.567	16	20131
78.568	2	20091
78.568	10	20101
78.568	9	20112
78.568	4	20121
78.568	6	20132
78.569	10	20102
78.569	3	20111
78.569	7	20122
78.569	1	20131
78.570	3	20092
78.570	21	20102
78.570	11	20111
78.570	2	20131
78.571	4	20091
78.571	14	20101
78.571	9	20112
78.571	7	20121
78.571	4	20132
78.572	2	20092
78.572	7	20102
78.572	6	20111
78.572	6	20122
78.572	2	20131
78.573	5	20121
78.574	1	20102
78.574	6	20111
78.574	2	20122
78.574	5	20131
78.575	1	20112
78.575	6	20121
78.575	5	20132
78.576	1	20092
78.576	5	20102
78.576	5	20111
78.576	4	20122
78.576	4	20131
78.577	1	20112
78.577	6	20121
78.577	5	20132
78.578	2	20102
78.578	5	20122
78.578	3	20131
78.579	3	20112
78.579	9	20121
78.579	5	20132
78.580	3	20112
78.580	9	20121
78.580	2	20132
78.581	9	20122
78.582	7	20112
78.582	7	20121
78.583	7	20102
78.583	7	20111
78.583	7	20122
78.583	8	20131
78.584	6	20112
78.584	7	20132
78.586	14	20121
78.587	8	20111
78.587	6	20131
78.588	2	20101
78.588	1	20112
78.588	1	20121
78.588	5	20132
78.589	4	20102
78.589	15	20122
78.590	10	20131
78.591	10	20112
78.591	15	20132
78.592	12	20111
78.592	13	20131
78.593	4	20112
78.593	6	20121
78.593	4	20132
78.594	2	20122
78.595	1	20121
78.596	3	20122
78.597	5	20132
78.598	2	20122
78.599	1	20121
78.600	1	20111
78.600	2	20131
78.601	2	20112
78.601	8	20132
78.602	9	20131
78.603	2	20112
78.603	5	20121
78.604	3	20131
78.605	1	20101
78.605	2	20112
78.605	1	20121
78.605	9	20132
78.607	2	20132
78.610	1	20121
78.610	4	20132
78.611	3	20122
79.550	7	20091
79.550	4	20101
79.550	4	20112
79.550	3	20121
79.551	5	20092
79.551	2	20102
79.551	14	20111
79.551	5	20122
79.551	4	20131
79.552	4	20112
79.552	3	20121
79.553	1	20092
79.553	2	20102
79.553	1	20111
79.553	4	20122
79.553	2	20131
79.554	6	20101
79.554	2	20112
79.554	8	20121
79.554	3	20132
79.555	2	20092
79.555	5	20102
79.555	3	20111
79.555	4	20122
79.555	1	20131
79.556	3	20101
79.556	4	20112
79.556	4	20121
79.556	1	20132
79.557	5	20092
79.557	2	20102
79.557	2	20111
79.557	3	20122
79.557	2	20131
79.558	3	20121
79.558	5	20132
79.559	3	20092
79.559	4	20102
79.559	3	20111
79.559	3	20131
79.560	3	20092
79.560	1	20102
79.560	5	20111
79.560	2	20122
79.560	5	20131
79.561	5	20112
79.561	4	20121
79.561	6	20132
79.562	7	20102
79.562	4	20111
79.562	5	20131
79.563	3	20091
79.563	4	20101
79.563	6	20112
79.563	5	20121
79.563	2	20132
79.564	3	20111
79.564	4	20131
79.565	4	20121
79.566	3	20131
79.567	2	20112
79.567	1	20121
79.567	2	20132
79.568	6	20111
79.568	4	20122
79.568	3	20131
79.569	4	20132
79.570	5	20112
79.570	5	20121
79.571	4	20102
79.571	1	20111
79.571	1	20122
79.572	2	20121
79.573	5	20131
79.574	9	20101
79.574	7	20132
79.575	4	20111
79.575	9	20131
79.577	1	20131
79.578	4	20112
79.578	4	20132
79.579	5	20131
79.590	2	20132
79.594	1	20112
79.595	3	20131
79.600	1	20121
79.602	3	20132
79.605	1	20122
79.611	5	20132
79.616	1	20122
79.616	1	20131
79.617	1	20112
79.617	1	20132
80.500	34	20081
80.500	30	20092
80.500	23	20102
80.500	44	20111
80.500	29	20122
80.500	31	20131
80.501	35	20082
80.501	60	20091
80.501	47	20101
80.501	26	20112
80.501	49	20121
80.501	25	20132
80.502	69	20081
80.502	30	20092
80.502	34	20102
80.502	54	20111
80.502	35	20122
80.502	43	20131
80.503	30	20082
80.503	29	20091
80.503	32	20101
80.503	37	20112
80.503	29	20121
80.503	24	20132
80.504	45	20092
80.504	38	20102
80.504	51	20111
80.504	19	20122
80.504	37	20131
80.505	34	20082
80.505	46	20091
80.505	39	20101
80.505	38	20112
80.505	30	20121
80.505	9	20132
80.506	9	20081
80.506	29	20092
80.506	31	20102
80.506	31	20111
80.506	28	20122
80.506	18	20131
80.507	14	20082
80.507	23	20091
80.507	24	20101
80.507	19	20112
80.507	30	20121
80.507	18	20132
80.508	6	20081
80.508	17	20092
80.508	15	20102
80.508	18	20111
80.508	18	20122
80.508	14	20131
80.509	20	20082
80.509	21	20091
80.509	28	20101
80.509	34	20112
80.509	26	20121
80.509	30	20132
80.510	12	20082
80.510	31	20091
80.510	35	20101
80.510	23	20112
80.510	29	20121
80.510	24	20132
80.511	27	20092
80.511	27	20102
80.511	19	20111
80.511	22	20122
80.511	20	20131
80.512	15	20101
80.512	14	20112
80.512	16	20121
80.512	12	20132
80.513	24	20092
80.513	19	20102
80.513	20	20111
80.513	19	20122
80.513	22	20131
80.514	4	20082
80.514	14	20091
80.514	26	20101
80.514	30	20112
80.514	28	20121
80.514	21	20132
80.515	14	20092
80.515	12	20102
80.515	8	20111
80.515	14	20122
80.515	12	20131
80.516	12	20091
80.516	11	20101
80.516	16	20112
80.516	20	20121
80.516	12	20132
80.517	20	20092
80.517	12	20102
80.517	22	20111
80.517	15	20122
80.517	34	20131
80.518	5	20091
80.518	29	20101
80.518	18	20112
80.518	32	20121
80.518	9	20132
80.519	11	20092
80.519	10	20102
80.519	19	20111
80.519	22	20122
80.519	18	20131
80.520	6	20092
80.520	7	20102
80.520	6	20111
80.520	18	20122
80.520	16	20131
80.521	5	20082
80.521	7	20091
80.521	18	20101
80.521	14	20112
80.521	17	20121
80.521	37	20132
80.522	10	20092
80.522	16	20102
80.522	10	20111
80.522	12	20122
80.522	15	20131
80.523	6	20091
80.523	12	20101
80.523	16	20112
80.523	17	20121
80.523	17	20132
80.524	8	20092
80.524	12	20102
80.524	20	20111
80.524	16	20122
80.524	15	20131
80.525	12	20101
80.525	15	20112
80.525	19	20121
80.525	12	20132
80.526	5	20092
80.526	9	20102
80.526	13	20111
80.526	13	20122
80.526	13	20131
80.527	7	20101
80.527	12	20112
80.527	12	20121
80.527	21	20132
80.528	6	20102
80.528	7	20111
80.528	10	20122
80.528	15	20131
80.529	19	20101
80.529	13	20112
80.529	16	20121
80.529	15	20132
80.530	3	20091
80.530	9	20101
80.530	16	20112
80.530	11	20121
80.530	14	20132
80.531	18	20102
80.531	5	20111
80.531	15	20122
80.531	19	20131
80.532	3	20091
80.532	6	20101
80.532	16	20112
80.532	17	20121
80.532	19	20132
80.533	7	20102
80.533	10	20111
80.533	16	20122
80.533	9	20131
80.534	9	20101
80.534	15	20112
80.534	15	20121
80.534	9	20132
80.535	8	20102
80.535	8	20111
80.535	15	20122
80.535	14	20131
80.536	8	20112
80.536	12	20121
80.536	11	20132
80.537	12	20111
80.537	11	20122
80.537	21	20131
80.538	6	20112
80.538	7	20121
80.538	18	20132
80.539	9	20102
80.539	14	20111
80.539	24	20122
80.539	17	20131
80.540	1	20102
80.540	17	20122
80.541	1	20112
80.541	12	20121
80.542	6	20111
80.542	6	20131
80.543	10	20121
80.544	12	20122
80.545	10	20112
80.545	8	20121
80.545	14	20132
80.546	1	20102
80.546	8	20111
80.546	15	20122
80.546	16	20131
80.547	5	20112
80.547	4	20121
80.547	9	20132
80.548	6	20111
80.548	5	20131
80.549	18	20112
80.549	10	20132
80.550	11	20112
80.550	17	20132
80.551	12	20122
80.553	9	20122
80.554	13	20132
80.555	2	20092
80.555	4	20131
80.558	5	20112
80.558	7	20121
80.558	16	20132
80.559	1	20111
80.559	4	20122
80.559	3	20131
80.560	5	20122
80.560	4	20131
80.561	12	20121
80.562	11	20111
80.562	13	20131
80.563	4	20132
80.564	6	20131
80.566	5	20131
80.570	3	20132
80.572	8	20132
80.573	1	20131
81.500	3	20101
81.500	4	20112
81.500	9	20132
81.501	4	20092
81.501	6	20102
81.501	7	20111
81.501	5	20122
81.501	11	20131
81.502	2	20101
81.502	6	20112
81.502	1	20121
81.502	12	20132
81.503	3	20131
81.504	1	20112
81.504	2	20121
81.505	1	20092
81.505	1	20102
81.505	1	20122
81.505	6	20131
81.506	9	20101
81.506	4	20112
81.506	8	20121
81.506	8	20132
81.507	3	20102
81.507	2	20111
81.507	4	20122
81.507	8	20131
81.508	2	20112
81.508	2	20121
81.509	3	20111
81.509	3	20122
81.510	3	20102
81.510	1	20111
81.510	2	20131
81.511	3	20112
81.511	6	20121
81.512	3	20102
81.512	2	20111
81.512	4	20122
81.513	8	20101
81.513	3	20112
81.513	16	20121
81.514	3	20102
81.514	5	20111
81.514	4	20131
81.515	4	20132
81.516	1	20111
81.516	1	20122
81.517	2	20112
81.517	6	20132
81.518	1	20092
81.518	4	20102
81.518	2	20111
81.518	3	20122
81.518	4	20131
81.519	1	20112
81.519	5	20121
81.520	4	20112
81.520	3	20121
81.520	2	20132
81.521	2	20122
81.521	2	20131
81.522	1	20112
81.522	5	20132
81.523	6	20092
81.523	2	20111
81.523	3	20122
81.523	8	20131
81.524	3	20132
81.527	3	20111
81.527	2	20122
81.527	4	20131
81.530	1	20131
81.531	3	20132
81.532	3	20131
81.534	4	20122
81.541	1	20122
81.541	1	20131
81.544	3	20132
81.545	2	20131
81.547	2	20131
81.568	15	20101
81.568	6	20112
81.568	5	20121
81.568	4	20132
81.573	2	20101
81.580	1	20112
81.581	1	20102
81.581	2	20111
81.581	2	20122
85.611	3	20092
85.611	1	20102
85.611	2	20111
85.611	3	20122
85.611	2	20131
85.612	3	20101
85.612	3	20112
85.612	2	20121
85.613	2	20092
85.613	1	20102
85.613	1	20111
85.613	2	20122
85.613	2	20131
85.614	3	20091
85.614	1	20101
85.614	9	20121
85.614	3	20132
85.615	10	20092
85.615	4	20102
85.615	3	20111
85.615	5	20122
85.615	3	20131
85.616	1	20091
85.616	4	20101
85.616	3	20112
85.616	2	20132
85.617	1	20092
85.617	2	20102
85.617	1	20111
85.617	2	20122
85.617	3	20131
85.618	3	20101
85.618	2	20112
85.618	1	20121
85.618	2	20132
85.619	1	20092
85.619	5	20111
85.619	4	20122
85.619	2	20131
85.620	1	20092
85.620	2	20102
85.620	1	20111
85.620	3	20122
85.620	2	20131
85.621	6	20101
85.621	1	20112
85.621	5	20132
85.622	10	20111
85.622	5	20131
85.623	5	20112
85.623	4	20132
85.624	2	20092
85.624	2	20111
85.624	2	20122
85.624	4	20131
85.625	7	20112
85.625	5	20132
85.626	3	20111
85.626	9	20131
85.627	1	20121
85.627	9	20132
85.628	1	20102
85.628	3	20122
85.628	3	20131
85.629	7	20112
85.629	9	20132
85.630	5	20121
85.631	1	20131
85.632	1	20121
85.632	1	20132
85.633	9	20131
85.634	8	20132
85.635	4	20102
85.635	3	20111
85.635	4	20131
85.636	6	20101
85.636	4	20112
85.636	5	20121
85.637	1	20111
85.637	6	20122
85.638	3	20132
85.639	1	20092
85.639	2	20102
85.639	3	20111
85.639	4	20131
85.640	1	20122
85.641	1	20121
85.642	2	20122
85.642	1	20131
85.643	2	20112
85.643	1	20121
85.643	1	20132
85.644	1	20102
85.644	2	20111
85.644	1	20122
85.645	1	20132
85.646	2	20131
85.649	3	20112
85.651	3	20131
85.653	2	20122
85.654	2	20121
85.655	2	20122
85.658	1	20112
85.660	1	20111
86.501	34	20091
86.501	31	20101
86.501	13	20112
86.501	15	20121
86.501	8	20132
86.502	5	20092
86.502	21	20102
86.502	14	20111
86.502	16	20122
86.502	8	20131
86.503	5	20101
86.503	10	20112
86.503	9	20121
86.503	7	20132
86.504	12	20102
86.504	13	20111
86.504	10	20122
86.504	5	20131
86.505	19	20091
86.505	13	20101
86.505	17	20112
86.505	16	20121
86.505	9	20132
86.506	21	20092
86.506	24	20102
86.506	13	20111
86.506	16	20122
86.506	9	20131
86.507	17	20091
86.507	24	20101
86.507	9	20112
86.507	15	20121
86.507	5	20132
86.508	19	20102
86.508	17	20111
86.508	10	20122
86.508	12	20131
86.509	34	20091
86.509	25	20101
86.509	16	20112
86.509	19	20121
86.509	8	20132
86.510	4	20091
86.510	15	20101
86.510	14	20112
86.510	12	20121
86.510	8	20132
86.511	10	20092
86.511	6	20102
86.511	9	20111
86.511	9	20122
86.511	6	20131
86.512	16	20091
86.512	9	20101
86.512	7	20112
86.512	11	20121
86.512	5	20132
86.513	10	20111
86.513	7	20122
86.513	13	20131
86.514	13	20112
86.514	8	20121
86.514	8	20132
86.515	10	20092
86.515	10	20102
86.515	15	20111
86.515	9	20122
86.515	9	20131
86.516	8	20112
86.516	8	20121
86.516	7	20132
86.517	6	20092
86.517	11	20102
86.517	21	20111
86.517	8	20122
86.517	11	20131
86.518	8	20112
86.518	6	20121
86.518	9	20132
86.519	1	20102
86.519	3	20111
86.519	10	20122
86.519	5	20131
86.520	12	20102
86.520	12	20111
86.520	12	20122
86.520	11	20131
86.521	21	20091
86.521	21	20101
86.521	10	20112
86.521	14	20121
86.521	5	20132
86.522	6	20092
86.522	6	20102
86.522	13	20111
86.522	10	20122
86.522	9	20131
86.523	11	20101
86.523	9	20112
86.523	15	20121
86.523	6	20132
86.524	7	20122
86.524	11	20131
86.525	6	20112
86.525	9	20121
86.525	7	20132
86.526	10	20122
86.526	8	20131
86.527	9	20112
86.527	6	20121
86.527	9	20132
86.528	8	20122
86.528	16	20131
86.529	4	20112
86.529	8	20121
86.529	4	20132
86.530	8	20132
86.531	10	20122
86.532	14	20132
86.533	6	20131
86.534	3	20112
86.535	3	20131
86.536	2	20121
86.538	3	20121
86.539	8	20131
86.541	11	20132
86.542	2	20131
86.543	2	20132
86.545	3	20112
86.545	3	20121
86.546	10	20122
86.547	4	20132
86.548	6	20131
86.549	2	20121
86.580	3	20122
86.581	3	20121
86.583	9	20132
86.585	4	20121
86.586	11	20131
86.587	4	20121
86.588	2	20122
86.589	1	20121
86.589	9	20132
01.500	253	20092
01.500	262	20102
01.500	402	20111
01.500	194	20122
01.500	263	20131
01.501	7	20091
01.501	132	20101
01.501	205	20112
01.501	232	20121
01.501	176	20132
01.502	314	20092
01.502	287	20102
01.502	452	20111
01.502	291	20122
01.502	286	20131
01.503	69	20091
01.503	238	20101
01.503	303	20112
01.503	301	20121
01.503	226	20132
01.504	179	20092
01.504	314	20102
01.504	340	20111
01.504	271	20122
01.504	246	20131
01.505	228	20091
01.505	457	20101
01.505	454	20112
01.505	603	20121
01.505	327	20132
01.506	198	20092
01.506	308	20102
01.506	347	20111
01.506	255	20122
01.506	263	20131
01.507	219	20091
01.507	336	20101
01.507	255	20112
01.507	365	20121
01.507	174	20132
01.508	83	20092
01.508	236	20102
01.508	242	20111
01.508	245	20122
01.508	208	20131
01.509	40	20091
01.509	115	20101
01.509	159	20112
01.509	188	20121
01.509	159	20132
01.510	59	20101
01.510	181	20112
01.510	211	20121
01.510	166	20132
01.511	59	20102
01.511	87	20111
01.511	191	20122
01.511	216	20131
01.512	102	20101
01.512	245	20112
01.512	283	20121
01.512	216	20132
01.513	31	20092
01.513	68	20102
01.513	101	20111
01.513	236	20122
01.513	258	20131
01.514	44	20101
01.514	109	20112
01.514	141	20121
01.514	185	20132
01.515	70	20102
01.515	136	20111
01.515	202	20122
01.515	202	20131
01.516	47	20101
01.516	110	20112
01.516	165	20121
01.516	142	20132
01.517	39	20092
01.517	94	20102
01.517	150	20111
01.517	238	20122
01.517	253	20131
01.518	20	20101
01.518	201	20112
01.518	248	20121
01.518	180	20132
01.519	38	20092
01.519	172	20102
01.519	246	20111
01.519	255	20122
01.519	264	20131
01.520	49	20092
01.520	114	20102
01.520	176	20111
01.520	128	20122
01.520	174	20131
01.521	30	20091
01.521	97	20101
01.521	258	20112
01.521	355	20121
01.521	292	20132
01.522	8	20092
01.522	23	20102
01.522	47	20111
01.522	123	20122
01.522	110	20131
01.523	12	20101
01.523	132	20112
01.523	157	20121
01.523	201	20132
01.524	7	20092
01.524	32	20102
01.524	39	20111
01.524	140	20122
01.524	148	20131
01.525	10	20101
01.525	43	20112
01.525	85	20121
01.525	145	20132
01.526	10	20092
01.526	76	20102
01.526	97	20111
01.526	209	20122
01.526	207	20131
01.527	10	20101
01.527	91	20112
01.527	133	20121
01.527	120	20132
01.528	43	20102
01.528	67	20111
01.528	167	20122
01.528	178	20131
01.529	42	20101
01.529	263	20112
01.529	248	20121
01.529	225	20132
01.530	33	20101
01.530	114	20112
01.530	140	20121
01.530	165	20132
01.531	10	20102
01.531	67	20122
01.532	22	20112
01.532	111	20132
01.533	8	20102
01.533	46	20122
01.534	16	20101
01.534	76	20121
01.535	8	20092
01.535	52	20111
01.535	101	20131
01.536	69	20121
01.537	7	20092
01.537	12	20102
01.537	15	20111
01.537	22	20122
01.537	26	20131
01.539	37	20131
01.540	18	20111
01.540	32	20122
01.541	17	20121
01.541	47	20132
01.542	102	20131
01.543	26	20121
01.544	31	20102
01.544	28	20111
01.544	84	20131
01.545	22	20121
01.546	114	20122
01.547	28	20112
01.547	40	20132
01.548	53	20122
01.549	42	20121
01.550	2	20101
01.550	54	20112
01.550	125	20132
01.551	7	20122
01.552	17	20101
01.552	65	20121
01.553	10	20122
01.554	2	20091
01.554	15	20101
01.554	48	20121
01.555	11	20122
01.556	98	20132
01.557	40	20122
01.558	7	20132
01.559	8	20092
01.559	51	20131
01.560	1	20122
01.561	29	20112
01.561	33	20121
01.562	1	20092
01.570	32	20112
01.570	58	20121
01.570	114	20132
02.500	112	20091
02.500	240	20101
02.500	173	20112
02.500	162	20121
02.500	125	20132
02.501	144	20092
02.501	227	20102
02.501	275	20111
02.501	115	20122
02.501	170	20131
02.502	77	20101
02.502	194	20112
02.502	138	20121
02.502	156	20132
02.503	166	20102
02.503	180	20111
02.503	126	20122
02.503	101	20131
02.504	59	20101
02.504	85	20112
02.504	80	20121
02.504	52	20132
02.505	167	20092
02.505	180	20102
02.505	252	20111
02.505	132	20122
02.505	111	20131
02.506	144	20091
02.506	258	20101
02.506	225	20112
02.506	179	20121
02.506	145	20132
02.507	40	20102
02.507	44	20111
02.507	59	20122
02.507	83	20131
02.508	33	20112
02.508	33	20121
02.508	85	20132
02.509	202	20092
02.509	201	20102
02.509	412	20111
02.509	106	20122
02.509	231	20131
02.510	39	20102
02.510	68	20111
02.510	131	20131
02.511	79	20112
02.511	131	20121
02.512	62	20122
02.512	64	20131
02.513	115	20101
02.513	185	20112
02.513	147	20121
02.513	99	20132
02.514	42	20102
02.514	43	20111
02.514	186	20122
02.515	141	20112
02.515	202	20132
02.516	69	20102
02.516	107	20111
02.516	260	20122
02.517	227	20132
02.518	72	20102
02.518	104	20111
02.518	187	20122
02.519	72	20101
02.519	118	20112
02.519	172	20121
02.520	127	20101
02.520	196	20112
02.520	159	20121
02.520	127	20132
02.521	52	20111
02.521	130	20131
02.522	69	20112
02.522	99	20121
02.522	150	20132
02.523	108	20122
02.523	163	20131
02.524	72	20121
02.524	143	20132
02.525	81	20111
02.525	101	20131
02.526	75	20101
02.526	147	20112
02.526	155	20121
02.527	59	20102
02.527	58	20111
02.527	158	20122
02.528	37	20112
02.528	111	20121
02.529	121	20122
02.529	77	20131
02.530	46	20111
02.530	151	20131
02.531	20	20132
02.532	14	20122
02.533	14	20112
02.533	16	20121
02.534	31	20131
02.535	13	20112
02.535	42	20132
02.536	5	20122
02.536	25	20131
02.537	26	20121
02.537	41	20132
02.538	13	20122
02.539	8	20121
02.540	9	20121
02.541	82	20131
02.542	53	20112
02.542	141	20132
02.543	35	20122
02.544	68	20121
02.545	68	20122
02.545	75	20131
02.546	16	20121
02.546	38	20132
02.547	23	20122
02.547	27	20131
02.548	24	20132
02.549	7	20102
02.549	8	20111
02.549	5	20122
02.549	13	20131
02.550	4	20102
02.550	5	20111
02.550	7	20122
02.550	4	20131
03.500	49	20092
03.500	75	20102
03.500	65	20111
03.500	109	20122
03.500	97	20131
03.501	29	20091
03.501	32	20101
03.501	68	20112
03.501	74	20121
03.501	86	20132
03.502	17	20092
03.502	11	20102
03.502	9	20111
03.502	10	20122
03.502	7	20131
03.503	7	20101
03.503	8	20112
03.503	1	20121
03.503	5	20132
03.504	215	20081
03.504	172	20092
03.504	176	20102
03.504	328	20111
03.504	143	20122
03.504	307	20131
03.505	119	20082
03.505	140	20091
03.505	184	20101
03.505	278	20112
03.505	157	20121
03.505	169	20132
03.506	93	20092
03.506	103	20102
03.506	121	20111
03.506	110	20122
03.506	99	20131
03.507	173	20082
03.507	204	20091
03.507	199	20101
03.507	161	20112
03.507	195	20121
03.507	122	20132
03.508	174	20081
03.508	176	20092
03.508	189	20102
03.508	331	20111
03.508	112	20122
03.508	216	20131
03.509	132	20082
03.509	174	20091
03.509	203	20101
03.509	161	20112
03.509	183	20121
03.509	129	20132
03.510	132	20082
03.510	180	20091
03.510	210	20101
03.510	185	20112
03.510	176	20121
03.510	119	20132
03.511	207	20092
03.511	235	20102
03.511	210	20111
03.511	231	20122
03.511	256	20131
03.512	62	20091
03.512	156	20101
03.512	157	20112
03.512	207	20121
03.512	199	20132
03.513	57	20092
03.513	122	20102
03.513	121	20111
03.513	154	20122
03.513	154	20131
03.514	72	20101
03.514	106	20112
03.514	172	20121
03.514	144	20132
03.515	22	20092
03.515	62	20102
03.515	95	20111
03.515	119	20122
03.515	161	20131
03.516	17	20101
03.516	94	20112
03.516	83	20121
03.516	153	20132
03.517	31	20092
03.517	77	20102
03.517	136	20111
03.517	117	20122
03.517	158	20131
03.518	21	20101
03.518	109	20112
03.518	87	20121
03.518	132	20132
03.519	37	20092
03.519	35	20102
03.519	69	20111
03.519	86	20122
03.519	100	20131
03.520	37	20102
03.520	67	20111
03.520	66	20122
03.520	82	20131
03.521	24	20091
03.521	46	20101
03.521	48	20112
03.521	91	20121
03.521	94	20132
03.522	87	20092
03.522	145	20102
03.522	174	20111
03.522	153	20122
03.522	205	20131
03.523	75	20101
03.523	160	20112
03.523	136	20121
03.523	164	20132
03.524	129	20092
03.524	174	20102
03.524	158	20111
03.524	188	20122
03.524	151	20131
03.525	60	20091
03.525	115	20101
03.525	137	20112
03.525	145	20121
03.525	146	20132
03.526	32	20092
03.526	78	20102
03.526	67	20111
03.526	118	20122
03.526	164	20131
03.527	28	20091
03.527	44	20101
03.527	92	20112
03.527	106	20121
03.527	133	20132
03.528	22	20092
03.528	26	20102
03.528	72	20111
03.528	86	20122
03.528	101	20131
03.529	24	20101
03.529	79	20112
03.529	79	20121
03.529	147	20132
03.530	52	20101
03.530	47	20112
03.530	68	20121
03.530	99	20132
03.531	58	20092
03.531	94	20102
03.531	134	20111
03.531	157	20122
03.531	182	20131
03.532	35	20082
03.532	40	20091
03.532	55	20101
03.532	123	20112
03.532	162	20121
03.532	155	20132
03.533	20	20102
03.533	39	20111
03.533	111	20131
03.534	29	20101
03.534	51	20112
03.534	59	20121
03.534	97	20132
03.535	32	20092
03.535	31	20102
03.535	60	20111
03.535	62	20122
03.535	124	20131
03.536	1	20101
03.536	35	20112
03.536	51	20121
03.536	56	20132
03.537	4	20102
03.537	4	20111
03.537	38	20122
03.537	36	20131
03.538	5	20091
03.538	16	20101
03.538	29	20112
03.538	55	20121
03.539	15	20092
03.539	16	20102
03.539	39	20122
03.539	51	20131
03.540	15	20102
03.540	34	20122
03.541	61	20112
03.541	82	20132
03.543	43	20132
03.547	39	20112
03.547	35	20132
03.548	18	20092
03.548	13	20102
03.548	33	20111
03.548	62	20131
03.549	24	20091
03.549	20	20101
03.549	106	20121
03.550	13	20091
03.550	31	20101
03.550	89	20121
03.551	37	20131
03.552	24	20101
03.552	51	20112
03.552	60	20132
03.554	43	20132
03.555	94	20111
03.555	211	20131
03.556	24	20091
03.556	53	20121
03.557	11	20092
03.557	34	20102
03.557	35	20122
03.558	14	20082
03.558	53	20112
03.558	63	20132
03.560	282	20122
03.562	40	20111
03.562	79	20131
03.563	10	20082
03.563	54	20112
03.563	49	20132
03.564	20	20102
03.564	30	20111
03.564	49	20131
03.565	11	20091
03.565	13	20101
03.565	27	20112
03.565	42	20132
03.566	87	20122
04.500	12	20101
04.500	20	20121
04.501	42	20092
04.501	81	20102
04.501	84	20111
04.501	65	20122
04.501	59	20131
04.502	7	20101
04.502	19	20121
04.503	6	20122
04.505	8	20102
04.505	17	20122
04.506	103	20082
04.506	174	20091
04.506	147	20101
04.506	78	20112
04.506	96	20121
04.506	37	20132
04.507	4	20102
04.507	13	20111
04.507	33	20131
04.508	25	20082
04.508	44	20091
04.508	56	20101
04.508	76	20112
04.508	61	20121
04.508	55	20132
04.509	7	20122
04.511	11	20082
04.511	39	20091
04.511	68	20101
04.511	83	20112
04.511	67	20121
04.511	47	20132
04.512	24	20122
04.513	17	20112
04.513	28	20132
04.514	15	20092
04.514	26	20102
04.514	21	20111
04.514	30	20122
04.514	60	20131
04.515	10	20091
04.515	35	20101
04.515	38	20112
04.515	52	20121
04.515	35	20132
04.516	48	20092
04.516	88	20102
04.516	63	20111
04.516	60	20122
04.516	41	20131
04.517	7	20121
04.518	7	20111
04.520	28	20121
04.521	4	20102
04.521	37	20122
04.521	21	20131
04.523	70	20081
04.523	110	20092
04.523	82	20102
04.523	126	20111
04.523	61	20122
04.523	71	20131
04.524	8	20082
04.524	18	20091
04.524	45	20101
04.524	46	20112
04.524	63	20121
04.524	39	20132
04.525	12	20092
04.525	8	20102
04.525	8	20111
04.525	37	20131
04.526	98	20082
04.526	192	20091
04.526	128	20101
04.526	73	20112
04.526	112	20121
04.526	48	20132
04.527	50	20092
04.527	81	20102
04.527	90	20111
04.527	68	20122
04.527	80	20131
